Date,FTSEMIB.MI,^IBEX
2022-10-27,22590.0,7921.10009765625
2022-10-28,22529.0,7916.5
2022-10-31,22652.0,7956.5
2022-11-01,22796.0,7999.0
2022-11-02,22803.0,7968.60009765625
2022-11-03,22706.0,7868.89990234375
2022-11-04,23282.0,7942.7001953125
2022-11-07,23493.0,7962.2998046875
2022-11-08,23694.0,7998.89990234375
2022-11-09,23780.0,8040.39990234375
2022-11-10,24394.0,8133.2001953125
2022-11-11,24456.0,8133.2001953125
2022-11-14,24597.0,8166.5
2022-11-15,24700.0,8188.39990234375
2022-11-16,24531.0,8101.39990234375
2022-11-17,24340.0,8040.7001953125
2022-11-18,24675.0,8127.7998046875
2022-11-21,24356.0,8188.39990234375
2022-11-22,24591.0,8325.0
2022-11-23,24581.0,8331.2001953125
2022-11-24,24731.0,8388.099609375
2022-11-25,24719.0,8416.599609375
2022-11-28,24441.0,8323.2001953125
2022-11-29,24466.0,8322.099609375
2022-11-30,24610.0,8363.2001953125
2022-12-01,24686.0,8407.900390625
2022-12-02,24622.0,8382.599609375
2022-12-05,24548.0,8370.099609375
2022-12-06,24265.0,8331.900390625
2022-12-07,24241.0,8290.5
2022-12-08,24207.0,8225.2001953125
2022-12-09,24277.0,8289.2001953125
2022-12-12,24304.0,8258.900390625
2022-12-13,24637.0,8327.7001953125
2022-12-14,24574.0,8360.599609375
2022-12-15,23726.0,8218.7998046875
2022-12-16,23688.0,8112.5
2022-12-19,23684.0,8136.7998046875
2022-12-20,23718.0,8185.2001953125
2022-12-21,24112.0,8302.2998046875
2022-12-22,23813.0,8272.099609375
2022-12-23,23878.0,8269.099609375
2022-12-26,23878.0,8269.099609375
2022-12-27,23856.0,8270.099609375
2022-12-28,23770.0,8258.5
2022-12-29,24057.0,8318.2998046875
2022-12-30,23707.0,8229.099609375
2023-01-02,24158.0,8369.7001953125
2023-01-03,24436.0,8397.400390625
2023-01-04,24861.0,8559.7998046875
2023-01-05,24833.0,8607.599609375
2023-01-06,25180.0,8701.099609375
2023-01-09,25385.0,8694.900390625
2023-01-10,25365.0,8712.7001953125
2023-01-11,25547.0,8726.2998046875
2023-01-12,25734.0,8828.099609375
2023-01-13,25783.0,8881.7001953125
2023-01-16,25901.0,8871.099609375
2023-01-17,25981.0,8890.400390625
2023-01-18,26052.0,8933.2998046875
2023-01-19,25596.0,8793.099609375
2023-01-20,25776.0,8918.2001953125
2023-01-23,25821.0,8944.099609375
2023-01-24,25884.0,8967.099609375
2023-01-25,25875.0,8957.5
2023-01-26,26218.0,9035.599609375
2023-01-27,26436.0,9060.2001953125
2023-01-30,26336.0,9049.2998046875
2023-01-31,26600.0,9034.0
2023-02-01,26704.0,9098.099609375
2023-02-02,27101.0,9229.7001953125
2023-02-03,26951.0,9225.599609375
2023-02-06,27022.0,9159.2001953125
2023-02-07,27119.0,9172.400390625
2023-02-08,27161.0,9227.2998046875
2023-02-09,27504.0,9243.5
2023-02-10,27268.0,9117.400390625
2023-02-13,27439.0,9210.2998046875
2023-02-14,27498.0,9263.2001953125
2023-02-15,27534.0,9294.7998046875
2023-02-16,27854.0,9327.2998046875
2023-02-17,27751.0,9333.0
2023-02-20,27597.0,9281.2998046875
2023-02-21,27409.0,9252.099609375
2023-02-22,27102.0,9172.7001953125
2023-02-23,27278.0,9231.599609375
2023-02-24,26986.0,9201.5
2023-02-27,27444.0,9314.2998046875
2023-02-28,27478.0,9394.599609375
2023-03-01,27315.0,9322.900390625
2023-03-02,27398.0,9327.2998046875
2023-03-03,27825.0,9464.2001953125
2023-03-06,27949.0,9511.0
2023-03-07,27762.0,9411.099609375
2023-03-08,27912.0,9466.099609375
2023-03-09,27711.0,9423.2001953125
2023-03-10,27282.0,9285.0
2023-03-13,26184.0,8958.900390625
2023-03-14,26801.0,9159.0
2023-03-15,25566.0,8759.099609375
2023-03-16,25919.0,8890.2001953125
2023-03-17,25495.0,8719.2998046875
2023-03-20,25900.0,8833.099609375
2023-03-21,26554.0,9049.400390625
2023-03-22,26523.0,9009.2998046875
2023-03-23,26482.0,8970.0
2023-03-24,25892.0,8792.5
2023-03-27,26207.0,8906.099609375
2023-03-28,26329.0,8944.2998046875
2023-03-29,26739.0,9070.7001953125
2023-03-30,27021.0,9207.099609375
2023-03-31,27114.0,9232.5
2023-04-03,27179.0,9157.400390625
2023-04-04,27027.0,9183.2001953125
2023-04-05,26867.0,9254.599609375
2023-04-06,27214.0,9312.2998046875
2023-04-07,27214.0,9312.2998046875
2023-04-10,27214.0,9312.2998046875
2023-04-11,27526.0,9237.7001953125
2023-04-12,27629.0,9278.7001953125
2023-04-13,27627.0,9310.0
2023-04-14,27872.0,9362.900390625
2023-04-17,27700.0,9378.5
2023-04-18,27891.0,9421.900390625
2023-04-19,27934.0,9494.7998046875
2023-04-20,27627.0,9450.900390625
2023-04-21,27746.0,9415.599609375
2023-04-24,27537.0,9406.400390625
2023-04-25,27253.0,9290.2998046875
2023-04-26,27108.0,9293.7001953125
2023-04-27,27158.0,9314.599609375
2023-04-28,27077.0,9241.0
2023-05-01,27077.0,9241.0
2023-05-02,26630.0,9082.0
2023-05-03,26835.0,9076.7001953125
2023-05-04,26670.0,9043.599609375
2023-05-05,27349.0,9147.2998046875
2023-05-08,27426.0,9211.2998046875
2023-05-09,27384.0,9183.2001953125
2023-05-10,27265.0,9167.7001953125
2023-05-11,27099.0,9182.7998046875
2023-05-12,27347.0,9234.099609375
2023-05-15,27245.0,9201.5
2023-05-16,27199.0,9191.400390625
2023-05-17,27196.0,9211.599609375
2023-05-18,27236.0,9213.099609375
2023-05-19,27520.0,9251.5
