Date,HM-B.ST,ITX.MC
2023-06-09,131.5628204345703,31.76889991760254
2023-06-12,133.17958068847656,32.25618362426758
2023-06-13,133.65724182128906,32.59059143066406
2023-06-14,133.74911499023438,32.68613815307617
2023-06-15,138.6544647216797,33.10654067993164
2023-06-16,140.8958740234375,32.858116149902344
2023-06-19,139.73841857910156,32.38994598388672
2023-06-20,141.63072204589844,32.59059143066406
2023-06-21,140.38143920898438,32.8294563293457
2023-06-22,142.73309326171875,32.48549270629883
2023-06-23,142.73309326171875,32.38994598388672
2023-06-26,143.8721466064453,32.41861343383789
2023-06-27,144.16610717773438,32.90589141845703
2023-06-28,144.6254119873047,32.9345588684082
2023-06-29,170.91592407226562,33.431396484375
2023-06-30,170.10752868652344,33.88045883178711
2023-07-03,169.51962280273438,33.63203811645508
2023-07-04,170.21778869628906,33.7180290222168
2023-07-05,170.21778869628906,33.87089920043945
2023-07-06,166.21267700195312,32.552371978759766
2023-07-07,164.57754516601562,32.56193161010742
2023-07-10,163.42010498046875,32.78168487548828
2023-07-11,164.83474731445312,32.90589141845703
2023-07-12,167.71917724609375,33.37406921386719
2023-07-13,165.51451110839844,33.27851867675781
2023-07-14,164.9817352294922,33.47916793823242
2023-07-17,163.9712677001953,33.584266662597656
2023-07-18,166.4882354736328,33.354957580566406
2023-07-19,164.1549835205078,32.6956901550293
2023-07-20,163.58543395996094,32.848567962646484
2023-07-21,162.50148010253906,33.24985885620117
2023-07-24,162.26266479492188,32.953670501708984
2023-07-25,160.7928924560547,32.48549270629883
2023-07-26,161.27053833007812,32.609703063964844
2023-07-27,162.96078491210938,33.202083587646484
2023-07-28,162.50148010253906,33.16386795043945
2023-07-31,162.4096221923828,33.2594108581543
2023-08-01,159.13938903808594,32.81034469604492
2023-08-02,153.90333557128906,31.9886531829834
2023-08-03,151.2209930419922,31.912220001220703
2023-08-04,152.0661163330078,32.14152526855469
2023-08-07,153.0398406982422,31.70201873779297
2023-08-08,152.3968048095703,31.721128463745117
2023-08-09,152.98472595214844,31.979103088378906
2023-08-10,155.6854248046875,32.31351089477539
2023-08-11,153.57261657714844,31.816673278808594
2023-08-14,154.0686798095703,32.06509017944336
2023-08-15,153.51751708984375,32.055538177490234
2023-08-16,155.70379638671875,32.38039016723633
2023-08-17,153.99520874023438,32.48549270629883
2023-08-18,151.44146728515625,32.4759407043457
2023-08-21,149.8430938720703,32.59059143066406
2023-08-22,150.4493865966797,32.953670501708984
2023-08-23,147.7670440673828,32.628814697265625
2023-08-24,144.38656616210938,32.4759407043457
2023-08-25,146.8851776123047,32.68613815307617
2023-08-28,148.1344757080078,33.04921340942383
2023-08-29,148.8142547607422,33.670257568359375
2023-08-30,149.08982849121094,33.74669647216797
2023-08-31,153.8482208251953,33.784912109375
2023-09-01,154.3626251220703,33.44094467163086
2023-09-04,153.8482208251953,33.3931770324707
2023-09-05,153.2970733642578,33.84223937988281
2023-09-06,151.5884552001953,33.70846939086914
2023-09-07,153.13169860839844,33.50782775878906
2023-09-08,153.16845703125,33.7180290222168
2023-09-11,155.57521057128906,34.20531463623047
2023-09-12,158.45960998535156,34.19575881958008
2023-09-13,156.69590759277344,34.033329010009766
2023-09-14,158.14730834960938,34.358184814453125
2023-09-15,146.46261596679688,34.577938079833984
2023-09-18,145.8379669189453,34.00466537475586
2023-09-19,146.22378540039062,33.64159393310547
2023-09-20,146.9219207763672,34.19575881958008
2023-09-21,145.76446533203125,33.89957046508789
2023-09-22,144.71725463867188,33.737144470214844
2023-09-25,144.60702514648438,33.62248611450195
2023-09-26,142.38401794433594,33.41228485107422
2023-09-27,147.21588134765625,33.44094467163086
2023-09-28,140.03237915039062,33.985557556152344
2023-09-29,142.8065643310547,33.7180290222168
2023-10-02,143.4495849609375,33.83268356323242
2023-10-03,139.6465606689453,33.41228485107422
2023-10-04,138.1584014892578,32.81034469604492
2023-10-05,136.5416717529297,32.96321487426758
2023-10-06,139.40773010253906,33.62248611450195
2023-10-09,136.02725219726562,33.335845947265625
2023-10-10,139.84866333007812,33.90912628173828
2023-10-11,138.966796875,33.07787322998047
2023-10-12,140.2161102294922,33.03010177612305
2023-10-13,139.334228515625,32.609703063964844
2023-10-16,144.60702514648438,32.99188232421875
2023-10-17,143.46795654296875,33.421836853027344
2023-10-18,141.9798126220703,33.354957580566406
2023-10-19,140.47329711914062,32.44727325439453
2023-10-20,138.04818725585938,31.950439453125
2023-10-23,138.61770629882812,32.51415252685547
2023-10-24,139.79351806640625,32.762577056884766
2023-10-25,136.8723602294922,32.58103561401367
2023-10-26,135.25563049316406,31.912220001220703
2023-10-27,133.32655334472656,31.19563102722168
2023-10-30,134.6125946044922,31.5969181060791
2023-10-31,137.14794921875,31.285505294799805
2023-11-01,140.58352661132812,31.689191818237305
2023-11-02,145.231689453125,32.38121795654297
2023-11-03,147.06890869140625,32.22743606567383
2023-11-06,144.22122192382812,31.89103126525879
2023-11-07,148.0609893798828,32.11209487915039
2023-11-08,149.3654327392578,32.688785552978516
2023-11-09,148.53118896484375,33.15974807739258
2023-11-10,145.43797302246094,32.938690185546875
2023-11-13,144.6505889892578,33.06364059448242
2023-11-14,148.34371948242188,33.57305145263672
2023-11-15,153.53659057617188,33.96712112426758
2023-11-16,150.04969787597656,33.746055603027344
2023-11-17,157.3234405517578,34.274688720703125
2023-11-20,157.3234405517578,34.918663024902344
2023-11-21,157.96084594726562,35.447296142578125
2023-11-22,160.69789123535156,35.43768310546875
2023-11-23,162.42257690429688,35.50495910644531
2023-11-24,162.7225341796875,35.812530517578125
2023-11-27,163.58489990234375,35.69719696044922
2023-11-28,163.28494262695312,35.77408981323242
2023-11-29,164.0723114013672,36.081661224365234
2023-11-30,157.3796844482422,36.360389709472656
2023-12-01,161.22279357910156,36.821746826171875
2023-12-04,164.6721954345703,36.87941360473633
2023-12-05,161.84144592285156,37.03319549560547
2023-12-06,158.89817810058594,36.52378463745117
2023-12-07,158.6357421875,36.03359603881836
2023-12-08,161.72894287109375,36.408447265625
